34.2165898617512	273.245614035088	1
34.2165898617512	260.087719298246	1
63.9400921658986	254.824561403509	1
68.0875576036866	211.842105263158	1
84.6774193548387	234.649122807018	1
96.4285714285714	256.578947368421	1
68.7788018433180	275.877192982456	3
173.847926267281	254.824561403509	1
166.244239631336	237.280701754386	1
231.221198156682	194.298245614035	1
245.046082949309	216.228070175439	1
200.115207373272	253.947368421053	3
237.442396313364	148.684210526316	1
169.009216589862	148.684210526316	1
170.391705069124	56.5789473684211	1
204.262672811060	55.7017543859649	1
204.262672811060	136.403508771930	1
230.529953917051	138.157894736842	1
238.824884792627	103.947368421053	1
280.299539170507	117.105263157895	3
77.0737327188940	82.8947368421053	1
78.4562211981567	60.9649122807018	1
130.299539170507	58.3333333333334	1
128.225806451613	86.4035087719298	3
