34.209255	273.252411		20.0	120.0
34.209255	273.252411		68.781433	275.886841
34.209255	273.252411		34.208927	260.081268
34.208927	260.081268		120.0	120.0
34.208927	260.081268		80.0	120.0
34.208927	260.081268		20.0	120.0
34.208927	260.081268		40.0	160.0
34.208927	260.081268		30.0	70.0
34.208927	260.081268		128.232346	86.411064
34.208927	260.081268		78.449196	60.957798
34.208927	260.081268		77.066208	82.901329
34.208927	260.081268		68.084923	211.832458
34.208927	260.081268		63.932751	254.817764
34.208927	260.081268		34.209255	273.252411
63.932751	254.817764		20.0	120.0
63.932751	254.817764		40.0	160.0
63.932751	254.817764		30.0	70.0
63.932751	254.817764		68.084923	211.832458
63.932751	254.817764		34.208927	260.081268
68.084923	211.832458		120.0	150.0
68.084923	211.832458		120.0	120.0
68.084923	211.832458		90.0	220.0
68.084923	211.832458		80.0	120.0
68.084923	211.832458		20.0	120.0
68.084923	211.832458		40.0	160.0
68.084923	211.832458		130.0	270.0
68.084923	211.832458		30.0	70.0
68.084923	211.832458		128.232346	86.411064
68.084923	211.832458		77.066208	82.901329
68.084923	211.832458		170.384598	56.571915
68.084923	211.832458		169.00209	148.691223
68.084923	211.832458		237.445526	148.69371
68.084923	211.832458		231.223297	194.288467
68.084923	211.832458		166.23465	237.277847
68.084923	211.832458		173.84259	254.833008
68.084923	211.832458		84.68589	234.643814
68.084923	211.832458		63.932751	254.817764
68.084923	211.832458		34.208927	260.081268
84.68589	234.643814		120.0	150.0
84.68589	234.643814		120.0	120.0
84.68589	234.643814		90.0	220.0
84.68589	234.643814		80.0	120.0
84.68589	234.643814		20.0	120.0
84.68589	234.643814		40.0	160.0
84.68589	234.643814		130.0	270.0
84.68589	234.643814		30.0	70.0
84.68589	234.643814		128.232346	86.411064
84.68589	234.643814		77.066208	82.901329
84.68589	234.643814		170.384598	56.571915
84.68589	234.643814		169.00209	148.691223
84.68589	234.643814		237.445526	148.69371
84.68589	234.643814		231.223297	194.288467
84.68589	234.643814		166.23465	237.277847
84.68589	234.643814		173.84259	254.833008
84.68589	234.643814		96.438301	256.581268
84.68589	234.643814		68.084923	211.832458
96.438301	256.581268		120.0	150.0
96.438301	256.581268		120.0	120.0
96.438301	256.581268		90.0	220.0
96.438301	256.581268		80.0	120.0
96.438301	256.581268		220.0	260.0
96.438301	256.581268		130.0	270.0
96.438301	256.581268		30.0	70.0
