30.0	0.0
28.97777478867205	7.764571353075622
25.98076211353316	14.999999999999998
21.213203435596427	21.213203435596423
15.000000000000004	25.980762113533157
7.764571353075622	28.97777478867205
1.83697019872103E-15	30.0
-7.764571353075626	28.97777478867205
-14.999999999999993	25.98076211353316
-21.213203435596423	21.213203435596427
-25.98076211353316	14.999999999999998
-28.977774788672047	7.76457135307563
-30.0	3.67394039744206E-15
-28.977774788672054	-7.764571353075611
-25.980762113533157	-15.000000000000004
-21.21320343559643	-21.213203435596423
-15.000000000000014	-25.980762113533153
-7.764571353075619	-28.97777478867205
-5.510910596163089E-15	-30.0
7.764571353075609	-28.977774788672054
15.000000000000004	-25.980762113533157
21.21320343559642	-21.21320343559643
25.980762113533153	-15.000000000000014
28.97777478867205	-7.76457135307562
