43.2027649769585	199.561403508772	1
121.313364055300	199.561403508772	1
122.004608294931	177.631578947368	1
42.5115207373272	176.754385964912	3
90.8986175115207	159.210526315789	1
91.5898617511521	82.8947368421053	1
113.709677419355	84.6491228070176	1
109.562211981567	157.456140350877	3
178.686635944700	259.210526315790	1
216.013824884793	182.894736842105	1
239.516129032258	196.052631578947	1
205.645161290323	265.350877192982	3
153.801843317972	216.228070175439	1
148.271889400922	86.4035087719298	1
169.700460829493	87.2807017543860	1
168.317972350230	198.684210526316	3
